XQ_0,XQ_1,U_0,U_1,STRAIN_0,STRAIN_1,STRAIN_2,STRAIN_3,STRESS_0,STRESS_1,STRESS_2,STRESS_3,
0.816847573,0.0915762135,0.0028589665044674185,-0.00016511468787853918,0.0034999999997689995,-0.0018030303031220593,0.0,6.309440817031664e-13,277023971.0238404,-0.022707440107228038,94188150.14038521,0.03295976546210571,
0.0915762135,0.816847573,0.00032051674723478356,-0.0014728009269194865,0.0035000000003275276,-0.0018030303031316653,0.0,1.92449355063129e-13,277023971.0834845,0.007257979391578913,94188150.17085244,0.010053324518223156,
0.0915762135,0.0915762135,0.000320516748221094,-0.00016511468808491007,0.003499999999826346,-0.0018030303026937014,0.0,-4.065422044147171e-13,277023971.0537945,0.02662786952144211,94188150.16734362,-0.021237279335097163,
0.1081030182,0.4459484909,0.0003783605641435184,-0.0008040586426573208,0.0035000000000699207,-0.0018030303029174547,0.0,-9.023034056032664e-14,277023971.0676187,0.016039431535320604,94188150.16844378,-0.004713525253151392,
0.4459484909,0.1081030182,0.0015608197181196097,-0.0001949130176644258,0.0034999999998097473,-0.0018030303029129796,0.0,1.1402879508681796e-13,277023971.0398354,0.002080999530951281,94188150.15425158,0.0059567281015501915,
0.4459484909,0.4459484909,0.0015608197176601674,-0.0008040586425611892,0.003500000000043208,-0.0018030303031169922,0.0,3.9305212730378347e-13,277023971.0536656,-0.006941895903837731,94188150.15588605,0.02053257381437675,
0.9084237865,0.9084237865,0.0031794832517699585,-0.0016379156150253887,0.0034999999999246736,-0.00180303030293212,0.0,-4.2577660147591345e-13,277023971.05115545,0.006397588489153339,94188150.15956804,-0.022242061271129807,
0.183152427,0.9084237865,0.000641033495503905,-0.001637915615101189,0.003499999999698922,-0.0018030303029508967,0.0,5.883999884548352e-13,277023971.0257902,-0.008155512060330048,94188150.14599581,0.030737312829730197,
0.9084237865,0.183152427,0.0031794832527352553,-0.00033022937607635395,0.003500000000453524,-0.0018030303033514162,0.0,1.4006525973775386e-13,277023971.08486265,-0.009425267408895125,94188150.16564871,0.007316841926599082,
0.5540515091,0.5540515091,0.0019391802823109777,-0.0009989716604293867,0.003500000000072769,-0.001803030303146166,0.0,3.4623215752760395e-13,277023971.05523133,-0.008444393411822172,94188150.15590756,0.018086754497710654,
0.8918969818,0.5540515091,0.0031216394358368166,-0.0009989716603940775,0.0035000000001779324,-0.001803030303137418,0.0,-1.2619180873862934e-13,277023971.0670474,-0.0016649055790635369,94188150.16223006,-0.006592109411719443,
0.5540515091,0.8918969818,0.001939180281861324,-0.0016081172853794669,0.003499999999826423,-0.0018030303029508475,0.0,8.265176737465296e-14,277023971.0395303,-0.0010734139391120126,94188150.15307534,0.004317629638974409,
